,lat,lon,alt
432,-74.133476,39.970779,0
433,-74.743507,40.217413,0
434,-74.779661,40.250119,0
435,-73.216873,41.16782,0
436,-74.715737,40.192218,0
437,-73.051102,40.922535,0
438,-73.020271,40.827431,0
439,-74.240023,39.974151,0
440,-74.754069,40.205806,0
441,-73.006027,40.799213,0
442,-74.197411,39.964218,0
443,-73.205646,41.182745,0
444,-74.17115,39.957306,0
445,-72.986687,40.767925,0
446,-72.999023,40.870403,0
447,-73.215118,41.217571,0
448,-74.795079,40.210447,0
449,-73.477608,41.386726,0
450,-74.423386,41.430466,0
451,-74.707527,40.138778,0
452,-73.192848,41.200294,0
453,-73.576683,41.428627,0
454,-74.023819,41.500452,0
455,-74.380234,41.457428,0
456,-73.154495,41.189678,0
457,-72.988792,40.941151,0
458,-74.154022,39.915184,0
459,-74.069336,41.518177,0
460,-74.966217,40.363557,0
461,-73.890228,41.518574,0
462,-74.033455,41.524986,0
463,-73.458183,41.414116,0
464,-74.208076,41.513699,0
465,-74.686661,41.350338,0
466,-74.613975,40.035647,0
467,-73.417641,41.406063,0
468,-73.122861,41.198179,0
469,-73.153732,41.231286,0
470,-72.923967,40.88656,0
471,-74.851537,40.171549,0
472,-73.220955,41.31039,0
473,-74.733775,41.35172,0
474,-72.935059,40.946392,0
475,-73.093139,41.204921,0
476,-74.829201,40.132689,0
477,-75.098618,40.932419,0
478,-73.406586,41.440918,0
479,-74.859362,40.151127,0
480,-74.583914,39.974656,0
481,-75.142786,40.678393,0
482,-74.182014,39.85368,0
483,-72.861626,40.802547,0
484,-74.902364,40.164285,0
485,-74.088626,41.592225,0
486,-73.911221,41.595763,0
487,-74.881372,40.125193,0
488,-75.179884,40.696537,0
489,-75.092739,41.055671,0
490,-74.869434,40.1005,0
491,-73.835601,41.607248,0
492,-73.034258,41.240642,0
493,-74.853068,40.071819,0
494,-75.209282,40.687109,0
495,-75.011158,40.213555,0
496,-72.80217,40.799816,0
497,-74.293633,41.604336,0
498,-74.840026,40.049661,0
499,-75.219599,40.712415,0
500,-73.009972,41.247049,0
501,-73.008438,41.245782,0
502,-75.145927,40.386278,0
503,-74.800377,40.011239,0
504,-74.965131,40.136816,0
505,-72.794441,40.868832,0
506,-73.081516,41.331193,0
507,-73.051788,41.311676,0
508,-75.189334,40.988453,0
509,-75.08595,40.260093,0
510,-74.780185,39.981947,0
511,-75.130079,40.322711,0
512,-74.99347,40.146082,0
513,-74.94585,40.09647,0
514,-75.252759,40.688549,0
515,-72.987816,41.27862,0
516,-74.904387,40.046543,0
517,-74.211834,39.769352,0
518,-72.975172,41.270799,0
519,-74.965013,40.088491,0
520,-75.285281,40.715486,0
521,-73.801506,41.672337,0
522,-73.2114,41.478432,0
523,-74.966169,40.07164,0
524,-73.081989,41.39732,0
525,-72.958359,41.289525,0
526,-75.297208,40.836097,0
527,-73.90626,41.697245,0
528,-72.936379,41.284976,0
529,-75.029522,40.102193,0
530,-73.966667,41.702763,0
531,-74.87094,39.971548,0
532,-75.105904,40.179979,0
533,-75.138972,40.218303,0
534,-72.966584,41.328502,0
535,-72.709704,40.917181,0
536,-72.941321,41.31564,0
537,-74.956113,40.015436,0
538,-75.128715,40.175038,0
539,-75.009526,40.050367,0
540,-73.931435,41.725918,0
541,-75.344847,40.67552,0
542,-75.345975,40.643841,0
543,-75.05476,41.356154,0
544,-72.887251,41.286056,0
545,-75.340139,40.5673,0
546,-75.115847,40.131169,0
547,-74.277519,39.708065,0
548,-72.895628,41.308258,0
549,-72.933656,41.34796,0
550,-75.226722,40.265876,0
551,-74.071083,41.743664,0
552,-75.060584,40.056397,0
553,-72.661171,40.91502,0
554,-74.812072,39.873651,0
555,-75.084368,40.074102,0
556,-73.822525,41.74432,0
557,-75.053345,40.044473,0
558,-75.297739,40.364256,0
559,-72.84801,41.280226,0
560,-72.878092,41.32197,0
561,-73.079275,41.492481,0
562,-72.654632,40.936522,0
563,-75.265629,40.288169,0
564,-74.393127,41.720715,0
565,-75.16762,40.144085,0
566,-75.385566,40.609145,0
567,-73.043135,41.474318,0
568,-75.007545,39.988769,0
569,-72.833928,41.285164,0
570,-72.917156,41.373123,0
571,-75.050729,40.022321,0
572,-75.224248,40.209598,0
573,-74.979486,39.957971,0
574,-75.027176,39.99106,0
575,-75.359409,40.444085,0
576,-75.308881,40.3163,0
577,-74.95555,39.926642,0
578,-75.259117,40.227288,0
579,-72.87142,41.356576,0
580,-73.931972,41.782637,0
581,-73.580101,41.735226,0
582,-75.399965,40.922096,0
583,-74.674553,41.666497,0
584,-75.10653,40.032346,0
585,-74.940164,39.895096,0
586,-75.007915,39.941278,0
587,-75.157665,40.072964,0
588,-75.435443,40.625051,0
589,-75.094575,40.006304,0
590,-75.317924,40.263725,0
591,-75.157837,40.055862,0
592,-75.093707,39.99463,0
593,-75.213295,40.110584,0
594,-75.118959,40.012382,0
595,-73.100859,41.57627,0
596,-72.855712,41.396389,0
597,-75.31334,40.229786,0
598,-75.012768,39.914805,0
599,-75.41836,40.435242,0
600,-75.044145,39.936084,0
601,-73.053008,41.558694,0
602,-75.460678,40.585989,0
603,-75.372718,41.12259,0
604,-72.7718,41.325134,0
605,-75.149889,40.01737,0
606,-73.030761,41.552555,0
607,-75.174316,40.036686,0
608,-72.538445,40.873699,0
609,-75.135355,39.991105,0
610,-72.99618,41.539408,0
611,-75.487068,40.636127,0
612,-75.15262,40.001157,0
613,-75.487806,40.559727,0
614,-75.501268,40.650812,0
615,-73.009057,41.565588,0
616,-73.031984,41.580669,0
617,-74.981092,39.852096,0
618,-75.166119,39.995854,0
619,-75.135705,39.968354,0
620,-72.543167,40.979881,0
621,-75.155994,39.985228,0
622,-75.061101,39.904398,0
623,-75.179781,40.004814,0
624,-75.238855,40.063817,0
625,-74.355896,39.601227,0
626,-75.117366,39.943826,0
627,-75.311532,40.143917,0
628,-74.93165,39.808496,0
629,-75.158826,39.972099,0
630,-75.506629,40.529028,0
631,-75.098077,39.910589,0
632,-75.033952,39.862339,0
633,-75.29003,40.094447,0
634,-75.527624,40.598487,0
635,-74.927152,39.789411,0
636,-72.668966,41.289211,0
637,-75.347046,40.152293,0
638,-75.532775,40.574503,0
639,-75.141272,39.926222,0
640,-74.98836,39.814419,0
641,-75.142546,39.923923,0
642,-72.817015,41.470389,0
643,-75.084138,39.875797,0
644,-75.2294,39.999466,0
645,-75.501937,40.39307,0
646,-75.224318,39.979957,0
647,-75.348007,40.116429,0
648,-75.151145,39.913805,0
649,-75.311567,40.067948,0
650,-75.202337,39.954342,0
651,-75.232234,39.965999,0
652,-75.225038,39.95814,0
653,-75.187246,39.919394,0
654,-75.56977,40.520238,0
655,-72.80803,41.508577,0
656,-75.088599,39.837403,0
657,-72.87444,41.562779,0
658,-75.594435,40.757416,0
659,-75.365097,40.095668,0
660,-75.043816,39.803563,0
661,-75.293123,40.009359,0
662,-75.268621,39.980081,0
663,-75.405195,40.128063,0
664,-75.593937,40.55127,0
665,-75.227616,39.930819,0
666,-75.257655,39.957409,0
667,-73.019948,41.679227,0
668,-72.817142,41.539431,0
669,-75.328408,40.026812,0
670,-75.451145,40.185038,0
671,-75.614351,40.678216,0
672,-72.580126,41.291849,0
673,-74.78525,39.644742,0
674,-72.398338,40.89537,0
675,-73.996811,41.94445,0
676,-75.149011,39.842786,0
677,-75.264559,39.940011,0
678,-75.287515,39.959791,0
679,-72.777368,41.52881,0
680,-75.001416,39.737819,0
681,-75.048301,39.761647,0
682,-75.239145,39.903164,0
683,-75.501968,40.217226,0
684,-72.538205,41.277443,0
685,-75.318433,39.972507,0
686,-75.26436,39.920196,0
687,-75.225179,41.553394,0
688,-72.946179,41.675093,0
689,-75.159437,39.825172,0
690,-75.101518,39.781898,0
691,-73.988571,41.967094,0
692,-75.321084,39.955992,0
693,-72.872751,41.635104,0
694,-75.033916,39.729968,0
695,-75.361434,39.982434,0
696,-75.306877,39.926325,0
697,-75.44271,40.070722,0
698,-75.417505,41.404432,0
699,-74.991957,39.689222,0
700,-75.53362,40.194585,0
701,-72.922442,41.690398,0
702,-75.30403,39.900275,0
703,-74.643984,39.525711,0
704,-75.619884,40.326546,0
705,-75.534345,40.132316,0
706,-72.841324,41.675905,0
707,-72.683104,41.554654,0
708,-75.112807,39.717016,0
709,-73.078732,41.82062,0
710,-72.653586,41.54041,0
711,-72.805923,41.665976,0
712,-75.734335,40.814799,0
713,-75.619695,40.242917,0
714,-72.76957,41.643612,0
715,-75.344206,39.878701,0
716,-72.707174,41.604247,0
717,-75.341757,39.865832,0
718,-75.702194,41.071491,0
719,-72.776526,41.671715,0
720,-74.511193,39.431486,0
721,-72.675764,41.601279,0
722,-75.65977,40.252745,0
723,-75.529528,40.042656,0
724,-72.8857,41.7568,0
725,-72.393723,41.28794,0
726,-75.389796,39.872876,0
727,-75.433866,39.914305,0
728,-74.649597,39.452699,0
729,-75.220885,39.724714,0
730,-72.762565,41.715673,0
731,-73.970894,42.084244,0
732,-74.566818,39.409819,0
733,-72.708146,41.687704,0
734,-75.818688,40.86115,0
735,-74.543333,39.394608,0
736,-74.733932,39.447574,0
737,-75.728384,40.259218,0
738,-74.437396,39.359894,0
739,-75.424938,39.834319,0
740,-75.054077,39.570976,0
741,-72.868365,41.817951,0
742,-74.461928,39.359721,0
743,-73.956562,42.110554,0
744,-75.449744,39.849649,0
745,-73.058495,41.919404,0
746,-74.553764,39.374423,0
747,-72.64572,41.673532,0
748,-75.358257,39.760072,0
749,-73.325632,42.025151,0
750,-75.632916,40.033592,0
751,-75.62023,41.435485,0
752,-72.712526,41.742128,0
753,-75.51423,41.566016,0
754,-75.595578,39.965278,0
755,-75.580831,41.502255,0
756,-75.662234,40.049657,0
757,-72.503708,41.583785,0
758,-75.650567,41.421243,0
759,-72.748557,41.786423,0
760,-74.995234,39.497045,0
761,-75.673317,41.399742,0
762,-75.590869,39.942395,0
763,-75.545939,39.879156,0
764,-72.659332,41.738644,0
765,-72.681945,41.757247,0
766,-75.637589,41.471035,0
767,-75.467334,39.794123,0
768,-75.669671,41.44534,0
769,-72.698288,41.782209,0
770,-75.764104,41.307042,0
771,-72.615462,41.723,0
772,-75.043331,39.491756,0
773,-74.598249,39.327643,0
774,-75.847656,40.298659,0
775,-75.737854,41.368547,0
776,-72.712997,41.817058,0
777,-75.700651,40.007621,0
778,-75.334457,39.647074,0
779,-72.662174,41.78767,0
780,-75.881014,40.327341,0
781,-75.921919,40.416003,0
782,-75.695099,41.486469,0
783,-75.546905,39.795385,0
784,-75.041536,39.447636,0
785,-75.900468,41.143554,0
786,-75.92639,40.384911,0
787,-75.521743,39.761239,0
788,-75.919356,40.350678,0
789,-74.578023,39.278949,0
790,-75.981512,40.82351,0
791,-75.953881,40.443088,0
792,-75.878647,41.224963,0
793,-72.209608,41.367647,0
794,-75.745329,39.995692,0
795,-73.875662,42.217575,0
796,-75.867621,41.261269,0
797,-72.568308,41.76667,0
798,-75.881075,41.241025,0
799,-72.661525,41.852521,0
800,-76.005556,40.562553,0
801,-75.03901,39.408076,0
802,-72.325499,41.567943,0
803,-75.954262,40.336586,0
804,-72.608536,41.823784,0
805,-72.537916,41.77155,0
806,-75.55812,39.742851,0
807,-75.901574,41.258652,0
808,-75.921241,41.231926,0
809,-75.89664,41.282393,0
810,-72.556078,41.797098,0
811,-75.495394,39.677303,0
812,-75.891362,40.158108,0
813,-75.789567,39.988543,0
814,-76.012507,40.986516,0
815,-75.982787,40.356142,0
816,-76.017684,40.981301,0
817,-75.583418,39.741454,0
818,-73.767986,42.254637,0
819,-72.124888,41.342656,0
820,-75.209247,39.45952,0
821,-75.551561,39.700374,0
822,-72.525692,41.8131,0
823,-72.116538,41.360428,0
824,-72.685057,41.929997,0
825,-75.29072,41.956321,0
826,-72.66972,41.928487,0
827,-76.016574,40.325001,0
828,-73.345374,42.209996,0
829,-75.729778,39.842364,0
830,-75.629333,39.73593,0
831,-75.942482,41.322314,0
832,-73.989773,42.296662,0
833,-75.584892,39.685573,0
834,-72.496524,41.828946,0
835,-75.630316,39.715424,0
836,-75.232526,39.42608,0
837,-74.702539,39.209375,0
838,-75.458057,39.562808,0
839,-72.785437,42.025836,0
840,-72.059171,41.352088,0
841,-75.66086,39.722992,0
842,-72.106702,41.440915,0
843,-75.605552,39.665047,0
844,-76.111,40.517508,0
845,-72.081423,41.430457,0
846,-72.099179,41.477939,0
847,-76.157296,40.640927,0
848,-72.115151,41.511551,0
849,-75.933937,39.983139,0
850,-75.682625,39.685885,0
851,-72.429796,41.856265,0
852,-72.462541,41.888586,0
853,-76.186929,40.704293,0
854,-75.66112,39.633093,0
855,-72.094358,41.547932,0
856,-72.579974,41.989307,0
857,-73.831646,42.375429,0
858,-72.23407,41.717094,0
859,-72.583619,41.998263,0
860,-75.737484,39.685636,0
861,-73.274697,42.296908,0
862,-73.274503,42.298423,0
863,-71.959625,41.372042,0
864,-75.682412,41.822565,0
865,-75.872795,39.823582,0
866,-76.222504,40.770304,0
867,-75.132882,42.168508,0
868,-72.934186,42.194276,0
869,-73.240801,42.299152,0
870,-72.932539,42.195435,0
871,-75.959456,41.542176,0
872,-72.585335,42.024178,0
873,-76.190087,40.369963,0
874,-72.63304,42.059766,0
875,-76.020426,39.991651,0
876,-72.511777,41.985977,0
877,-72.72693,42.113693,0
878,-74.922149,42.267543,0
879,-72.198295,41.736077,0
880,-75.7506,39.654952,0
881,-72.741664,42.134205,0
882,-76.116924,40.092685,0
883,-76.156964,40.165105,0
884,-75.744535,39.605391,0
885,-73.688506,42.426744,0
886,-72.603842,42.095501,0
887,-76.184955,40.187572,0
888,-74.819667,39.087192,0
889,-72.623996,42.115792,0
890,-72.580214,42.091392,0
891,-76.274064,41.047317,0
892,-75.80794,39.635821,0
893,-72.604074,42.111282,0
894,-71.991636,41.591865,0
895,-72.565496,42.111436,0
896,-71.820557,41.370323,0
897,-76.317194,41.026499,0
898,-72.330545,41.969567,0
899,-72.512954,42.094618,0
900,-75.827212,39.600573,0
901,-72.581955,42.139292,0
902,-76.310991,40.37812,0
903,-72.640727,42.175091,0
904,-72.613644,42.164688,0
905,-75.865075,41.835971,0
906,-72.553449,42.142832,0
907,-72.629969,42.186597,0
908,-75.740725,41.964809,0
909,-72.517735,42.136741,0
910,-72.575861,42.17515,0
911,-73.274932,42.442632,0
912,-72.5461,42.166754,0
913,-74.872693,39.018589,0
914,-72.610596,42.205811,0
915,-75.72523,39.450991,0
916,-72.489609,42.143127,0
917,-76.234969,40.030381,0
918,-72.574613,42.197536,0
919,-76.255586,40.051827,0
920,-74.827639,38.985948,0
921,-71.915667,41.666989,0
922,-76.305578,40.130241,0
923,-76.42629,40.534483,0
924,-75.947167,39.607939,0
925,-72.481007,42.167703,0
926,-76.397716,40.343079,0
927,-73.203972,42.46852,0
928,-76.296029,40.076214,0
929,-72.670284,42.27988,0
